sk_date,full_date,year_month,year_quarter,month_sort_key,day_num,day_name,week_num,month_num,month_name,quarter_num,semester_num,year_num,is_weekend,is_holiday,country_code
540,2025-06-23,2025-06,2025-Q2,202506,23,Monday,26,6,June,2,1,2025,0,0,FR
541,2025-06-24,2025-06,2025-Q2,202506,24,Tuesday,26,6,June,2,1,2025,0,0,FR
542,2025-06-25,2025-06,2025-Q2,202506,25,Wednesday,26,6,June,2,1,2025,0,0,FR
543,2025-06-26,2025-06,2025-Q2,202506,26,Thursday,26,6,June,2,1,2025,0,0,FR
544,2025-06-27,2025-06,2025-Q2,202506,27,Friday,26,6,June,2,1,2025,0,0,FR
545,2025-06-28,2025-06,2025-Q2,202506,28,Saturday,26,6,June,2,1,2025,1,0,FR
546,2025-06-29,2025-06,2025-Q2,202506,29,Sunday,26,6,June,2,1,2025,1,0,FR
547,2025-06-30,2025-06,2025-Q2,202506,30,Monday,27,6,June,2,1,2025,0,0,FR
548,2025-07-01,2025-07,2025-Q3,202507,1,Tuesday,27,7,July,3,2,2025,0,0,FR
549,2025-07-02,2025-07,2025-Q3,202507,2,Wednesday,27,7,July,3,2,2025,0,0,FR
550,2025-07-03,2025-07,2025-Q3,202507,3,Thursday,27,7,July,3,2,2025,0,0,FR
551,2025-07-04,2025-07,2025-Q3,202507,4,Friday,27,7,July,3,2,2025,0,0,FR
552,2025-07-05,2025-07,2025-Q3,202507,5,Saturday,27,7,July,3,2,2025,1,0,FR
553,2025-07-06,2025-07,2025-Q3,202507,6,Sunday,27,7,July,3,2,2025,1,0,FR
554,2025-07-07,2025-07,2025-Q3,202507,7,Monday,28,7,July,3,2,2025,0,0,FR
555,2025-07-08,2025-07,2025-Q3,202507,8,Tuesday,28,7,July,3,2,2025,0,0,FR
556,2025-07-09,2025-07,2025-Q3,202507,9,Wednesday,28,7,July,3,2,2025,0,0,FR
557,2025-07-10,2025-07,2025-Q3,202507,10,Thursday,28,7,July,3,2,2025,0,0,FR
558,2025-07-11,2025-07,2025-Q3,202507,11,Friday,28,7,July,3,2,2025,0,0,FR
559,2025-07-12,2025-07,2025-Q3,202507,12,Saturday,28,7,July,3,2,2025,1,0,FR
560,2025-07-13,2025-07,2025-Q3,202507,13,Sunday,28,7,July,3,2,2025,1,0,FR
561,2025-07-14,2025-07,2025-Q3,202507,14,Monday,29,7,July,3,2,2025,0,1,FR
562,2025-07-15,2025-07,2025-Q3,202507,15,Tuesday,29,7,July,3,2,2025,0,0,FR
563,2025-07-16,2025-07,2025-Q3,202507,16,Wednesday,29,7,July,3,2,2025,0,0,FR
564,2025-07-17,2025-07,2025-Q3,202507,17,Thursday,29,7,July,3,2,2025,0,0,FR
565,2025-07-18,2025-07,2025-Q3,202507,18,Friday,29,7,July,3,2,2025,0,0,FR
566,2025-07-19,2025-07,2025-Q3,202507,19,Saturday,29,7,July,3,2,2025,1,0,FR
567,2025-07-20,2025-07,2025-Q3,202507,20,Sunday,29,7,July,3,2,2025,1,0,FR
568,2025-07-21,2025-07,2025-Q3,202507,21,Monday,30,7,July,3,2,2025,0,0,FR
569,2025-07-22,2025-07,2025-Q3,202507,22,Tuesday,30,7,July,3,2,2025,0,0,FR
570,2025-07-23,2025-07,2025-Q3,202507,23,Wednesday,30,7,July,3,2,2025,0,0,FR
571,2025-07-24,2025-07,2025-Q3,202507,24,Thursday,30,7,July,3,2,2025,0,0,FR
572,2025-07-25,2025-07,2025-Q3,202507,25,Friday,30,7,July,3,2,2025,0,0,FR
573,2025-07-26,2025-07,2025-Q3,202507,26,Saturday,30,7,July,3,2,2025,1,0,FR
574,2025-07-27,2025-07,2025-Q3,202507,27,Sunday,30,7,July,3,2,2025,1,0,FR
575,2025-07-28,2025-07,2025-Q3,202507,28,Monday,31,7,July,3,2,2025,0,0,FR
576,2025-07-29,2025-07,2025-Q3,202507,29,Tuesday,31,7,July,3,2,2025,0,0,FR
577,2025-07-30,2025-07,2025-Q3,202507,30,Wednesday,31,7,July,3,2,2025,0,0,FR
578,2025-07-31,2025-07,2025-Q3,202507,31,Thursday,31,7,July,3,2,2025,0,0,FR
579,2025-08-01,2025-08,2025-Q3,202508,1,Friday,31,8,August,3,2,2025,0,0,FR
580,2025-08-02,2025-08,2025-Q3,202508,2,Saturday,31,8,August,3,2,2025,1,0,FR
581,2025-08-03,2025-08,2025-Q3,202508,3,Sunday,31,8,August,3,2,2025,1,0,FR
582,2025-08-04,2025-08,2025-Q3,202508,4,Monday,32,8,August,3,2,2025,0,0,FR
583,2025-08-05,2025-08,2025-Q3,202508,5,Tuesday,32,8,August,3,2,2025,0,0,FR
584,2025-08-06,2025-08,2025-Q3,202508,6,Wednesday,32,8,August,3,2,2025,0,0,FR
585,2025-08-07,2025-08,2025-Q3,202508,7,Thursday,32,8,August,3,2,2025,0,0,FR
586,2025-08-08,2025-08,2025-Q3,202508,8,Friday,32,8,August,3,2,2025,0,0,FR
587,2025-08-09,2025-08,2025-Q3,202508,9,Saturday,32,8,August,3,2,2025,1,0,FR
588,2025-08-10,2025-08,2025-Q3,202508,10,Sunday,32,8,August,3,2,2025,1,0,FR
589,2025-08-11,2025-08,2025-Q3,202508,11,Monday,33,8,August,3,2,2025,0,0,FR
590,2025-08-12,2025-08,2025-Q3,202508,12,Tuesday,33,8,August,3,2,2025,0,0,FR
591,2025-08-13,2025-08,2025-Q3,202508,13,Wednesday,33,8,August,3,2,2025,0,0,FR
592,2025-08-14,2025-08,2025-Q3,202508,14,Thursday,33,8,August,3,2,2025,0,0,FR
593,2025-08-15,2025-08,2025-Q3,202508,15,Friday,33,8,August,3,2,2025,0,1,FR
594,2025-08-16,2025-08,2025-Q3,202508,16,Saturday,33,8,August,3,2,2025,1,0,FR
595,2025-08-17,2025-08,2025-Q3,202508,17,Sunday,33,8,August,3,2,2025,1,0,FR
596,2025-08-18,2025-08,2025-Q3,202508,18,Monday,34,8,August,3,2,2025,0,0,FR
597,2025-08-19,2025-08,2025-Q3,202508,19,Tuesday,34,8,August,3,2,2025,0,0,FR
598,2025-08-20,2025-08,2025-Q3,202508,20,Wednesday,34,8,August,3,2,2025,0,0,FR
599,2025-08-21,2025-08,2025-Q3,202508,21,Thursday,34,8,August,3,2,2025,0,0,FR
600,2025-08-22,2025-08,2025-Q3,202508,22,Friday,34,8,August,3,2,2025,0,0,FR
601,2025-08-23,2025-08,2025-Q3,202508,23,Saturday,34,8,August,3,2,2025,1,0,FR
602,2025-08-24,2025-08,2025-Q3,202508,24,Sunday,34,8,August,3,2,2025,1,0,FR
603,2025-08-25,2025-08,2025-Q3,202508,25,Monday,35,8,August,3,2,2025,0,0,FR
604,2025-08-26,2025-08,2025-Q3,202508,26,Tuesday,35,8,August,3,2,2025,0,0,FR
605,2025-08-27,2025-08,2025-Q3,202508,27,Wednesday,35,8,August,3,2,2025,0,0,FR
606,2025-08-28,2025-08,2025-Q3,202508,28,Thursday,35,8,August,3,2,2025,0,0,FR
607,2025-08-29,2025-08,2025-Q3,202508,29,Friday,35,8,August,3,2,2025,0,0,FR
608,2025-08-30,2025-08,2025-Q3,202508,30,Saturday,35,8,August,3,2,2025,1,0,FR
609,2025-08-31,2025-08,2025-Q3,202508,31,Sunday,35,8,August,3,2,2025,1,0,FR
610,2025-09-01,2025-09,2025-Q3,202509,1,Monday,36,9,September,3,2,2025,0,0,FR
611,2025-09-02,2025-09,2025-Q3,202509,2,Tuesday,36,9,September,3,2,2025,0,0,FR
612,2025-09-03,2025-09,2025-Q3,202509,3,Wednesday,36,9,September,3,2,2025,0,0,FR
613,2025-09-04,2025-09,2025-Q3,202509,4,Thursday,36,9,September,3,2,2025,0,0,FR
614,2025-09-05,2025-09,2025-Q3,202509,5,Friday,36,9,September,3,2,2025,0,0,FR
615,2025-09-06,2025-09,2025-Q3,202509,6,Saturday,36,9,September,3,2,2025,1,0,FR
616,2025-09-07,2025-09,2025-Q3,202509,7,Sunday,36,9,September,3,2,2025,1,0,FR
617,2025-09-08,2025-09,2025-Q3,202509,8,Monday,37,9,September,3,2,2025,0,0,FR
618,2025-09-09,2025-09,2025-Q3,202509,9,Tuesday,37,9,September,3,2,2025,0,0,FR
619,2025-09-10,2025-09,2025-Q3,202509,10,Wednesday,37,9,September,3,2,2025,0,0,FR
620,2025-09-11,2025-09,2025-Q3,202509,11,Thursday,37,9,September,3,2,2025,0,0,FR
621,2025-09-12,2025-09,2025-Q3,202509,12,Friday,37,9,September,3,2,2025,0,0,FR
622,2025-09-13,2025-09,2025-Q3,202509,13,Saturday,37,9,September,3,2,2025,1,0,FR
623,2025-09-14,2025-09,2025-Q3,202509,14,Sunday,37,9,September,3,2,2025,1,0,FR
624,2025-09-15,2025-09,2025-Q3,202509,15,Monday,38,9,September,3,2,2025,0,0,FR
625,2025-09-16,2025-09,2025-Q3,202509,16,Tuesday,38,9,September,3,2,2025,0,0,FR
626,2025-09-17,2025-09,2025-Q3,202509,17,Wednesday,38,9,September,3,2,2025,0,0,FR
627,2025-09-18,2025-09,2025-Q3,202509,18,Thursday,38,9,September,3,2,2025,0,0,FR
628,2025-09-19,2025-09,2025-Q3,202509,19,Friday,38,9,September,3,2,2025,0,0,FR
629,2025-09-20,2025-09,2025-Q3,202509,20,Saturday,38,9,September,3,2,2025,1,0,FR
630,2025-09-21,2025-09,2025-Q3,202509,21,Sunday,38,9,September,3,2,2025,1,0,FR
631,2025-09-22,2025-09,2025-Q3,202509,22,Monday,39,9,September,3,2,2025,0,0,FR
632,2025-09-23,2025-09,2025-Q3,202509,23,Tuesday,39,9,September,3,2,2025,0,0,FR
633,2025-09-24,2025-09,2025-Q3,202509,24,Wednesday,39,9,September,3,2,2025,0,0,FR
634,2025-09-25,2025-09,2025-Q3,202509,25,Thursday,39,9,September,3,2,2025,0,0,FR
635,2025-09-26,2025-09,2025-Q3,202509,26,Friday,39,9,September,3,2,2025,0,0,FR
636,2025-09-27,2025-09,2025-Q3,202509,27,Saturday,39,9,September,3,2,2025,1,0,FR
637,2025-09-28,2025-09,2025-Q3,202509,28,Sunday,39,9,September,3,2,2025,1,0,FR
638,2025-09-29,2025-09,2025-Q3,202509,29,Monday,40,9,September,3,2,2025,0,0,FR
639,2025-09-30,2025-09,2025-Q3,202509,30,Tuesday,40,9,September,3,2,2025,0,0,FR
640,2025-10-01,2025-10,2025-Q4,202510,1,Wednesday,40,10,October,4,2,2025,0,0,FR
641,2025-10-02,2025-10,2025-Q4,202510,2,Thursday,40,10,October,4,2,2025,0,0,FR
642,2025-10-03,2025-10,2025-Q4,202510,3,Friday,40,10,October,4,2,2025,0,0,FR
643,2025-10-04,2025-10,2025-Q4,202510,4,Saturday,40,10,October,4,2,2025,1,0,FR
644,2025-10-05,2025-10,2025-Q4,202510,5,Sunday,40,10,October,4,2,2025,1,0,FR
645,2025-10-06,2025-10,2025-Q4,202510,6,Monday,41,10,October,4,2,2025,0,0,FR
646,2025-10-07,2025-10,2025-Q4,202510,7,Tuesday,41,10,October,4,2,2025,0,0,FR
647,2025-10-08,2025-10,2025-Q4,202510,8,Wednesday,41,10,October,4,2,2025,0,0,FR
648,2025-10-09,2025-10,2025-Q4,202510,9,Thursday,41,10,October,4,2,2025,0,0,FR
649,2025-10-10,2025-10,2025-Q4,202510,10,Friday,41,10,October,4,2,2025,0,0,FR
650,2025-10-11,2025-10,2025-Q4,202510,11,Saturday,41,10,October,4,2,2025,1,0,FR
651,2025-10-12,2025-10,2025-Q4,202510,12,Sunday,41,10,October,4,2,2025,1,0,FR
652,2025-10-13,2025-10,2025-Q4,202510,13,Monday,42,10,October,4,2,2025,0,0,FR
653,2025-10-14,2025-10,2025-Q4,202510,14,Tuesday,42,10,October,4,2,2025,0,0,FR
654,2025-10-15,2025-10,2025-Q4,202510,15,Wednesday,42,10,October,4,2,2025,0,0,FR
655,2025-10-16,2025-10,2025-Q4,202510,16,Thursday,42,10,October,4,2,2025,0,0,FR
656,2025-10-17,2025-10,2025-Q4,202510,17,Friday,42,10,October,4,2,2025,0,0,FR
657,2025-10-18,2025-10,2025-Q4,202510,18,Saturday,42,10,October,4,2,2025,1,0,FR
658,2025-10-19,2025-10,2025-Q4,202510,19,Sunday,42,10,October,4,2,2025,1,0,FR
659,2025-10-20,2025-10,2025-Q4,202510,20,Monday,43,10,October,4,2,2025,0,0,FR
660,2025-10-21,2025-10,2025-Q4,202510,21,Tuesday,43,10,October,4,2,2025,0,0,FR
661,2025-10-22,2025-10,2025-Q4,202510,22,Wednesday,43,10,October,4,2,2025,0,0,FR
662,2025-10-23,2025-10,2025-Q4,202510,23,Thursday,43,10,October,4,2,2025,0,0,FR
663,2025-10-24,2025-10,2025-Q4,202510,24,Friday,43,10,October,4,2,2025,0,0,FR
664,2025-10-25,2025-10,2025-Q4,202510,25,Saturday,43,10,October,4,2,2025,1,0,FR
665,2025-10-26,2025-10,2025-Q4,202510,26,Sunday,43,10,October,4,2,2025,1,0,FR
666,2025-10-27,2025-10,2025-Q4,202510,27,Monday,44,10,October,4,2,2025,0,0,FR
667,2025-10-28,2025-10,2025-Q4,202510,28,Tuesday,44,10,October,4,2,2025,0,0,FR
668,2025-10-29,2025-10,2025-Q4,202510,29,Wednesday,44,10,October,4,2,2025,0,0,FR
669,2025-10-30,2025-10,2025-Q4,202510,30,Thursday,44,10,October,4,2,2025,0,0,FR
670,2025-10-31,2025-10,2025-Q4,202510,31,Friday,44,10,October,4,2,2025,0,0,FR
671,2025-11-01,2025-11,2025-Q4,202511,1,Saturday,44,11,November,4,2,2025,1,1,FR
672,2025-11-02,2025-11,2025-Q4,202511,2,Sunday,44,11,November,4,2,2025,1,0,FR
673,2025-11-03,2025-11,2025-Q4,202511,3,Monday,45,11,November,4,2,2025,0,0,FR
674,2025-11-04,2025-11,2025-Q4,202511,4,Tuesday,45,11,November,4,2,2025,0,0,FR
675,2025-11-05,2025-11,2025-Q4,202511,5,Wednesday,45,11,November,4,2,2025,0,0,FR
676,2025-11-06,2025-11,2025-Q4,202511,6,Thursday,45,11,November,4,2,2025,0,0,FR
677,2025-11-07,2025-11,2025-Q4,202511,7,Friday,45,11,November,4,2,2025,0,0,FR
678,2025-11-08,2025-11,2025-Q4,202511,8,Saturday,45,11,November,4,2,2025,1,0,FR
679,2025-11-09,2025-11,2025-Q4,202511,9,Sunday,45,11,November,4,2,2025,1,0,FR
680,2025-11-10,2025-11,2025-Q4,202511,10,Monday,46,11,November,4,2,2025,0,0,FR
681,2025-11-11,2025-11,2025-Q4,202511,11,Tuesday,46,11,November,4,2,2025,0,1,FR
682,2025-11-12,2025-11,2025-Q4,202511,12,Wednesday,46,11,November,4,2,2025,0,0,FR
683,2025-11-13,2025-11,2025-Q4,202511,13,Thursday,46,11,November,4,2,2025,0,0,FR
684,2025-11-14,2025-11,2025-Q4,202511,14,Friday,46,11,November,4,2,2025,0,0,FR
685,2025-11-15,2025-11,2025-Q4,202511,15,Saturday,46,11,November,4,2,2025,1,0,FR
686,2025-11-16,2025-11,2025-Q4,202511,16,Sunday,46,11,November,4,2,2025,1,0,FR
687,2025-11-17,2025-11,2025-Q4,202511,17,Monday,47,11,November,4,2,2025,0,0,FR
688,2025-11-18,2025-11,2025-Q4,202511,18,Tuesday,47,11,November,4,2,2025,0,0,FR
689,2025-11-19,2025-11,2025-Q4,202511,19,Wednesday,47,11,November,4,2,2025,0,0,FR
690,2025-11-20,2025-11,2025-Q4,202511,20,Thursday,47,11,November,4,2,2025,0,0,FR
691,2025-11-21,2025-11,2025-Q4,202511,21,Friday,47,11,November,4,2,2025,0,0,FR
692,2025-11-22,2025-11,2025-Q4,202511,22,Saturday,47,11,November,4,2,2025,1,0,FR
693,2025-11-23,2025-11,2025-Q4,202511,23,Sunday,47,11,November,4,2,2025,1,0,FR
694,2025-11-24,2025-11,2025-Q4,202511,24,Monday,48,11,November,4,2,2025,0,0,FR
695,2025-11-25,2025-11,2025-Q4,202511,25,Tuesday,48,11,November,4,2,2025,0,0,FR
696,2025-11-26,2025-11,2025-Q4,202511,26,Wednesday,48,11,November,4,2,2025,0,0,FR
697,2025-11-27,2025-11,2025-Q4,202511,27,Thursday,48,11,November,4,2,2025,0,0,FR
698,2025-11-28,2025-11,2025-Q4,202511,28,Friday,48,11,November,4,2,2025,0,0,FR
699,2025-11-29,2025-11,2025-Q4,202511,29,Saturday,48,11,November,4,2,2025,1,0,FR
700,2025-11-30,2025-11,2025-Q4,202511,30,Sunday,48,11,November,4,2,2025,1,0,FR
701,2025-12-01,2025-12,2025-Q4,202512,1,Monday,49,12,December,4,2,2025,0,0,FR
702,2025-12-02,2025-12,2025-Q4,202512,2,Tuesday,49,12,December,4,2,2025,0,0,FR
703,2025-12-03,2025-12,2025-Q4,202512,3,Wednesday,49,12,December,4,2,2025,0,0,FR
704,2025-12-04,2025-12,2025-Q4,202512,4,Thursday,49,12,December,4,2,2025,0,0,FR
705,2025-12-05,2025-12,2025-Q4,202512,5,Friday,49,12,December,4,2,2025,0,0,FR
706,2025-12-06,2025-12,2025-Q4,202512,6,Saturday,49,12,December,4,2,2025,1,0,FR
707,2025-12-07,2025-12,2025-Q4,202512,7,Sunday,49,12,December,4,2,2025,1,0,FR
708,2025-12-08,2025-12,2025-Q4,202512,8,Monday,50,12,December,4,2,2025,0,0,FR
709,2025-12-09,2025-12,2025-Q4,202512,9,Tuesday,50,12,December,4,2,2025,0,0,FR
710,2025-12-10,2025-12,2025-Q4,202512,10,Wednesday,50,12,December,4,2,2025,0,0,FR
711,2025-12-11,2025-12,2025-Q4,202512,11,Thursday,50,12,December,4,2,2025,0,0,FR
712,2025-12-12,2025-12,2025-Q4,202512,12,Friday,50,12,December,4,2,2025,0,0,FR
713,2025-12-13,2025-12,2025-Q4,202512,13,Saturday,50,12,December,4,2,2025,1,0,FR
714,2025-12-14,2025-12,2025-Q4,202512,14,Sunday,50,12,December,4,2,2025,1,0,FR
715,2025-12-15,2025-12,2025-Q4,202512,15,Monday,51,12,December,4,2,2025,0,0,FR
716,2025-12-16,2025-12,2025-Q4,202512,16,Tuesday,51,12,December,4,2,2025,0,0,FR
717,2025-12-17,2025-12,2025-Q4,202512,17,Wednesday,51,12,December,4,2,2025,0,0,FR
718,2025-12-18,2025-12,2025-Q4,202512,18,Thursday,51,12,December,4,2,2025,0,0,FR
719,2025-12-19,2025-12,2025-Q4,202512,19,Friday,51,12,December,4,2,2025,0,0,FR
720,2025-12-20,2025-12,2025-Q4,202512,20,Saturday,51,12,December,4,2,2025,1,0,FR
721,2025-12-21,2025-12,2025-Q4,202512,21,Sunday,51,12,December,4,2,2025,1,0,FR
722,2025-12-22,2025-12,2025-Q4,202512,22,Monday,52,12,December,4,2,2025,0,0,FR
723,2025-12-23,2025-12,2025-Q4,202512,23,Tuesday,52,12,December,4,2,2025,0,0,FR
724,2025-12-24,2025-12,2025-Q4,202512,24,Wednesday,52,12,December,4,2,2025,0,0,FR
725,2025-12-25,2025-12,2025-Q4,202512,25,Thursday,52,12,December,4,2,2025,0,1,FR
726,2025-12-26,2025-12,2025-Q4,202512,26,Friday,52,12,December,4,2,2025,0,0,FR
727,2025-12-27,2025-12,2025-Q4,202512,27,Saturday,52,12,December,4,2,2025,1,0,FR
728,2025-12-28,2025-12,2025-Q4,202512,28,Sunday,52,12,December,4,2,2025,1,0,FR
729,2025-12-29,2025-12,2025-Q4,202512,29,Monday,1,12,December,4,2,2025,0,0,FR
730,2025-12-30,2025-12,2025-Q4,202512,30,Tuesday,1,12,December,4,2,2025,0,0,FR
731,2025-12-31,2025-12,2025-Q4,202512,31,Wednesday,1,12,December,4,2,2025,0,0,FR
732,2024-01-01,2024-01,2024-Q1,202401,1,Monday,1,1,January,1,1,2024,0,1,DE
733,2024-01-02,2024-01,2024-Q1,202401,2,Tuesday,1,1,January,1,1,2024,0,0,DE
734,2024-01-03,2024-01,2024-Q1,202401,3,Wednesday,1,1,January,1,1,2024,0,0,DE
735,2024-01-04,2024-01,2024-Q1,202401,4,Thursday,1,1,January,1,1,2024,0,0,DE
736,2024-01-05,2024-01,2024-Q1,202401,5,Friday,1,1,January,1,1,2024,0,0,DE
737,2024-01-06,2024-01,2024-Q1,202401,6,Saturday,1,1,January,1,1,2024,1,1,DE
738,2024-01-07,2024-01,2024-Q1,202401,7,Sunday,1,1,January,1,1,2024,1,0,DE
739,2024-01-08,2024-01,2024-Q1,202401,8,Monday,2,1,January,1,1,2024,0,0,DE
740,2024-01-09,2024-01,2024-Q1,202401,9,Tuesday,2,1,January,1,1,2024,0,0,DE
741,2024-01-10,2024-01,2024-Q1,202401,10,Wednesday,2,1,January,1,1,2024,0,0,DE
742,2024-01-11,2024-01,2024-Q1,202401,11,Thursday,2,1,January,1,1,2024,0,0,DE
743,2024-01-12,2024-01,2024-Q1,202401,12,Friday,2,1,January,1,1,2024,0,0,DE
744,2024-01-13,2024-01,2024-Q1,202401,13,Saturday,2,1,January,1,1,2024,1,0,DE
745,2024-01-14,2024-01,2024-Q1,202401,14,Sunday,2,1,January,1,1,2024,1,0,DE
746,2024-01-15,2024-01,2024-Q1,202401,15,Monday,3,1,January,1,1,2024,0,0,DE
747,2024-01-16,2024-01,2024-Q1,202401,16,Tuesday,3,1,January,1,1,2024,0,0,DE
748,2024-01-17,2024-01,2024-Q1,202401,17,Wednesday,3,1,January,1,1,2024,0,0,DE
749,2024-01-18,2024-01,2024-Q1,202401,18,Thursday,3,1,January,1,1,2024,0,0,DE
750,2024-01-19,2024-01,2024-Q1,202401,19,Friday,3,1,January,1,1,2024,0,0,DE
751,2024-01-20,2024-01,2024-Q1,202401,20,Saturday,3,1,January,1,1,2024,1,0,DE
752,2024-01-21,2024-01,2024-Q1,202401,21,Sunday,3,1,January,1,1,2024,1,0,DE
753,2024-01-22,2024-01,2024-Q1,202401,22,Monday,4,1,January,1,1,2024,0,0,DE
754,2024-01-23,2024-01,2024-Q1,202401,23,Tuesday,4,1,January,1,1,2024,0,0,DE
755,2024-01-24,2024-01,2024-Q1,202401,24,Wednesday,4,1,January,1,1,2024,0,0,DE
756,2024-01-25,2024-01,2024-Q1,202401,25,Thursday,4,1,January,1,1,2024,0,0,DE
757,2024-01-26,2024-01,2024-Q1,202401,26,Friday,4,1,January,1,1,2024,0,0,DE
758,2024-01-27,2024-01,2024-Q1,202401,27,Saturday,4,1,January,1,1,2024,1,0,DE
759,2024-01-28,2024-01,2024-Q1,202401,28,Sunday,4,1,January,1,1,2024,1,0,DE
760,2024-01-29,2024-01,2024-Q1,202401,29,Monday,5,1,January,1,1,2024,0,0,DE
761,2024-01-30,2024-01,2024-Q1,202401,30,Tuesday,5,1,January,1,1,2024,0,0,DE
762,2024-01-31,2024-01,2024-Q1,202401,31,Wednesday,5,1,January,1,1,2024,0,0,DE
763,2024-02-01,2024-02,2024-Q1,202402,1,Thursday,5,2,February,1,1,2024,0,0,DE
764,2024-02-02,2024-02,2024-Q1,202402,2,Friday,5,2,February,1,1,2024,0,0,DE
765,2024-02-03,2024-02,2024-Q1,202402,3,Saturday,5,2,February,1,1,2024,1,0,DE
766,2024-02-04,2024-02,2024-Q1,202402,4,Sunday,5,2,February,1,1,2024,1,0,DE
767,2024-02-05,2024-02,2024-Q1,202402,5,Monday,6,2,February,1,1,2024,0,0,DE
768,2024-02-06,2024-02,2024-Q1,202402,6,Tuesday,6,2,February,1,1,2024,0,0,DE
769,2024-02-07,2024-02,2024-Q1,202402,7,Wednesday,6,2,February,1,1,2024,0,0,DE
770,2024-02-08,2024-02,2024-Q1,202402,8,Thursday,6,2,February,1,1,2024,0,0,DE
771,2024-02-09,2024-02,2024-Q1,202402,9,Friday,6,2,February,1,1,2024,0,0,DE
772,2024-02-10,2024-02,2024-Q1,202402,10,Saturday,6,2,February,1,1,2024,1,0,DE
773,2024-02-11,2024-02,2024-Q1,202402,11,Sunday,6,2,February,1,1,2024,1,0,DE
774,2024-02-12,2024-02,2024-Q1,202402,12,Monday,7,2,February,1,1,2024,0,0,DE
775,2024-02-13,2024-02,2024-Q1,202402,13,Tuesday,7,2,February,1,1,2024,0,0,DE
776,2024-02-14,2024-02,2024-Q1,202402,14,Wednesday,7,2,February,1,1,2024,0,0,DE
777,2024-02-15,2024-02,2024-Q1,202402,15,Thursday,7,2,February,1,1,2024,0,0,DE
778,2024-02-16,2024-02,2024-Q1,202402,16,Friday,7,2,February,1,1,2024,0,0,DE
779,2024-02-17,2024-02,2024-Q1,202402,17,Saturday,7,2,February,1,1,2024,1,0,DE
780,2024-02-18,2024-02,2024-Q1,202402,18,Sunday,7,2,February,1,1,2024,1,0,DE
781,2024-02-19,2024-02,2024-Q1,202402,19,Monday,8,2,February,1,1,2024,0,0,DE
782,2024-02-20,2024-02,2024-Q1,202402,20,Tuesday,8,2,February,1,1,2024,0,0,DE
783,2024-02-21,2024-02,2024-Q1,202402,21,Wednesday,8,2,February,1,1,2024,0,0,DE
784,2024-02-22,2024-02,2024-Q1,202402,22,Thursday,8,2,February,1,1,2024,0,0,DE
785,2024-02-23,2024-02,2024-Q1,202402,23,Friday,8,2,February,1,1,2024,0,0,DE
786,2024-02-24,2024-02,2024-Q1,202402,24,Saturday,8,2,February,1,1,2024,1,0,DE
787,2024-02-25,2024-02,2024-Q1,202402,25,Sunday,8,2,February,1,1,2024,1,0,DE
788,2024-02-26,2024-02,2024-Q1,202402,26,Monday,9,2,February,1,1,2024,0,0,DE
789,2024-02-27,2024-02,2024-Q1,202402,27,Tuesday,9,2,February,1,1,2024,0,0,DE
790,2024-02-28,2024-02,2024-Q1,202402,28,Wednesday,9,2,February,1,1,2024,0,0,DE
791,2024-02-29,2024-02,2024-Q1,202402,29,Thursday,9,2,February,1,1,2024,0,0,DE
792,2024-03-01,2024-03,2024-Q1,202403,1,Friday,9,3,March,1,1,2024,0,0,DE
793,2024-03-02,2024-03,2024-Q1,202403,2,Saturday,9,3,March,1,1,2024,1,0,DE
794,2024-03-03,2024-03,2024-Q1,202403,3,Sunday,9,3,March,1,1,2024,1,0,DE
795,2024-03-04,2024-03,2024-Q1,202403,4,Monday,10,3,March,1,1,2024,0,0,DE
796,2024-03-05,2024-03,2024-Q1,202403,5,Tuesday,10,3,March,1,1,2024,0,0,DE
797,2024-03-06,2024-03,2024-Q1,202403,6,Wednesday,10,3,March,1,1,2024,0,0,DE
798,2024-03-07,2024-03,2024-Q1,202403,7,Thursday,10,3,March,1,1,2024,0,0,DE
799,2024-03-08,2024-03,2024-Q1,202403,8,Friday,10,3,March,1,1,2024,0,1,DE
800,2024-03-09,2024-03,2024-Q1,202403,9,Saturday,10,3,March,1,1,2024,1,0,DE
801,2024-03-10,2024-03,2024-Q1,202403,10,Sunday,10,3,March,1,1,2024,1,0,DE
802,2024-03-11,2024-03,2024-Q1,202403,11,Monday,11,3,March,1,1,2024,0,0,DE
803,2024-03-12,2024-03,2024-Q1,202403,12,Tuesday,11,3,March,1,1,2024,0,0,DE
804,2024-03-13,2024-03,2024-Q1,202403,13,Wednesday,11,3,March,1,1,2024,0,0,DE
805,2024-03-14,2024-03,2024-Q1,202403,14,Thursday,11,3,March,1,1,2024,0,0,DE
806,2024-03-15,2024-03,2024-Q1,202403,15,Friday,11,3,March,1,1,2024,0,0,DE
807,2024-03-16,2024-03,2024-Q1,202403,16,Saturday,11,3,March,1,1,2024,1,0,DE
808,2024-03-17,2024-03,2024-Q1,202403,17,Sunday,11,3,March,1,1,2024,1,0,DE
809,2024-03-18,2024-03,2024-Q1,202403,18,Monday,12,3,March,1,1,2024,0,0,DE
810,2024-03-19,2024-03,2024-Q1,202403,19,Tuesday,12,3,March,1,1,2024,0,0,DE
811,2024-03-20,2024-03,2024-Q1,202403,20,Wednesday,12,3,March,1,1,2024,0,0,DE
