sk_date,full_date,year_month,year_quarter,month_sort_key,day_num,day_name,week_num,month_num,month_name,quarter_num,semester_num,year_num,is_weekend,is_holiday,country_code
267,2024-09-23,2024-09,2024-Q3,202409,23,Monday,39,9,September,3,2,2024,0,0,FR
268,2024-09-24,2024-09,2024-Q3,202409,24,Tuesday,39,9,September,3,2,2024,0,0,FR
269,2024-09-25,2024-09,2024-Q3,202409,25,Wednesday,39,9,September,3,2,2024,0,0,FR
270,2024-09-26,2024-09,2024-Q3,202409,26,Thursday,39,9,September,3,2,2024,0,0,FR
271,2024-09-27,2024-09,2024-Q3,202409,27,Friday,39,9,September,3,2,2024,0,0,FR
272,2024-09-28,2024-09,2024-Q3,202409,28,Saturday,39,9,September,3,2,2024,1,0,FR
273,2024-09-29,2024-09,2024-Q3,202409,29,Sunday,39,9,September,3,2,2024,1,0,FR
274,2024-09-30,2024-09,2024-Q3,202409,30,Monday,40,9,September,3,2,2024,0,0,FR
275,2024-10-01,2024-10,2024-Q4,202410,1,Tuesday,40,10,October,4,2,2024,0,0,FR
276,2024-10-02,2024-10,2024-Q4,202410,2,Wednesday,40,10,October,4,2,2024,0,0,FR
277,2024-10-03,2024-10,2024-Q4,202410,3,Thursday,40,10,October,4,2,2024,0,0,FR
278,2024-10-04,2024-10,2024-Q4,202410,4,Friday,40,10,October,4,2,2024,0,0,FR
279,2024-10-05,2024-10,2024-Q4,202410,5,Saturday,40,10,October,4,2,2024,1,0,FR
280,2024-10-06,2024-10,2024-Q4,202410,6,Sunday,40,10,October,4,2,2024,1,0,FR
281,2024-10-07,2024-10,2024-Q4,202410,7,Monday,41,10,October,4,2,2024,0,0,FR
282,2024-10-08,2024-10,2024-Q4,202410,8,Tuesday,41,10,October,4,2,2024,0,0,FR
283,2024-10-09,2024-10,2024-Q4,202410,9,Wednesday,41,10,October,4,2,2024,0,0,FR
284,2024-10-10,2024-10,2024-Q4,202410,10,Thursday,41,10,October,4,2,2024,0,0,FR
285,2024-10-11,2024-10,2024-Q4,202410,11,Friday,41,10,October,4,2,2024,0,0,FR
286,2024-10-12,2024-10,2024-Q4,202410,12,Saturday,41,10,October,4,2,2024,1,0,FR
287,2024-10-13,2024-10,2024-Q4,202410,13,Sunday,41,10,October,4,2,2024,1,0,FR
288,2024-10-14,2024-10,2024-Q4,202410,14,Monday,42,10,October,4,2,2024,0,0,FR
289,2024-10-15,2024-10,2024-Q4,202410,15,Tuesday,42,10,October,4,2,2024,0,0,FR
290,2024-10-16,2024-10,2024-Q4,202410,16,Wednesday,42,10,October,4,2,2024,0,0,FR
291,2024-10-17,2024-10,2024-Q4,202410,17,Thursday,42,10,October,4,2,2024,0,0,FR
292,2024-10-18,2024-10,2024-Q4,202410,18,Friday,42,10,October,4,2,2024,0,0,FR
293,2024-10-19,2024-10,2024-Q4,202410,19,Saturday,42,10,October,4,2,2024,1,0,FR
294,2024-10-20,2024-10,2024-Q4,202410,20,Sunday,42,10,October,4,2,2024,1,0,FR
295,2024-10-21,2024-10,2024-Q4,202410,21,Monday,43,10,October,4,2,2024,0,0,FR
296,2024-10-22,2024-10,2024-Q4,202410,22,Tuesday,43,10,October,4,2,2024,0,0,FR
297,2024-10-23,2024-10,2024-Q4,202410,23,Wednesday,43,10,October,4,2,2024,0,0,FR
298,2024-10-24,2024-10,2024-Q4,202410,24,Thursday,43,10,October,4,2,2024,0,0,FR
299,2024-10-25,2024-10,2024-Q4,202410,25,Friday,43,10,October,4,2,2024,0,0,FR
300,2024-10-26,2024-10,2024-Q4,202410,26,Saturday,43,10,October,4,2,2024,1,0,FR
301,2024-10-27,2024-10,2024-Q4,202410,27,Sunday,43,10,October,4,2,2024,1,0,FR
302,2024-10-28,2024-10,2024-Q4,202410,28,Monday,44,10,October,4,2,2024,0,0,FR
303,2024-10-29,2024-10,2024-Q4,202410,29,Tuesday,44,10,October,4,2,2024,0,0,FR
304,2024-10-30,2024-10,2024-Q4,202410,30,Wednesday,44,10,October,4,2,2024,0,0,FR
305,2024-10-31,2024-10,2024-Q4,202410,31,Thursday,44,10,October,4,2,2024,0,0,FR
306,2024-11-01,2024-11,2024-Q4,202411,1,Friday,44,11,November,4,2,2024,0,1,FR
307,2024-11-02,2024-11,2024-Q4,202411,2,Saturday,44,11,November,4,2,2024,1,0,FR
308,2024-11-03,2024-11,2024-Q4,202411,3,Sunday,44,11,November,4,2,2024,1,0,FR
309,2024-11-04,2024-11,2024-Q4,202411,4,Monday,45,11,November,4,2,2024,0,0,FR
310,2024-11-05,2024-11,2024-Q4,202411,5,Tuesday,45,11,November,4,2,2024,0,0,FR
311,2024-11-06,2024-11,2024-Q4,202411,6,Wednesday,45,11,November,4,2,2024,0,0,FR
312,2024-11-07,2024-11,2024-Q4,202411,7,Thursday,45,11,November,4,2,2024,0,0,FR
313,2024-11-08,2024-11,2024-Q4,202411,8,Friday,45,11,November,4,2,2024,0,0,FR
314,2024-11-09,2024-11,2024-Q4,202411,9,Saturday,45,11,November,4,2,2024,1,0,FR
315,2024-11-10,2024-11,2024-Q4,202411,10,Sunday,45,11,November,4,2,2024,1,0,FR
316,2024-11-11,2024-11,2024-Q4,202411,11,Monday,46,11,November,4,2,2024,0,1,FR
317,2024-11-12,2024-11,2024-Q4,202411,12,Tuesday,46,11,November,4,2,2024,0,0,FR
318,2024-11-13,2024-11,2024-Q4,202411,13,Wednesday,46,11,November,4,2,2024,0,0,FR
319,2024-11-14,2024-11,2024-Q4,202411,14,Thursday,46,11,November,4,2,2024,0,0,FR
320,2024-11-15,2024-11,2024-Q4,202411,15,Friday,46,11,November,4,2,2024,0,0,FR
321,2024-11-16,2024-11,2024-Q4,202411,16,Saturday,46,11,November,4,2,2024,1,0,FR
322,2024-11-17,2024-11,2024-Q4,202411,17,Sunday,46,11,November,4,2,2024,1,0,FR
323,2024-11-18,2024-11,2024-Q4,202411,18,Monday,47,11,November,4,2,2024,0,0,FR
324,2024-11-19,2024-11,2024-Q4,202411,19,Tuesday,47,11,November,4,2,2024,0,0,FR
325,2024-11-20,2024-11,2024-Q4,202411,20,Wednesday,47,11,November,4,2,2024,0,0,FR
326,2024-11-21,2024-11,2024-Q4,202411,21,Thursday,47,11,November,4,2,2024,0,0,FR
327,2024-11-22,2024-11,2024-Q4,202411,22,Friday,47,11,November,4,2,2024,0,0,FR
328,2024-11-23,2024-11,2024-Q4,202411,23,Saturday,47,11,November,4,2,2024,1,0,FR
329,2024-11-24,2024-11,2024-Q4,202411,24,Sunday,47,11,November,4,2,2024,1,0,FR
330,2024-11-25,2024-11,2024-Q4,202411,25,Monday,48,11,November,4,2,2024,0,0,FR
331,2024-11-26,2024-11,2024-Q4,202411,26,Tuesday,48,11,November,4,2,2024,0,0,FR
332,2024-11-27,2024-11,2024-Q4,202411,27,Wednesday,48,11,November,4,2,2024,0,0,FR
333,2024-11-28,2024-11,2024-Q4,202411,28,Thursday,48,11,November,4,2,2024,0,0,FR
334,2024-11-29,2024-11,2024-Q4,202411,29,Friday,48,11,November,4,2,2024,0,0,FR
335,2024-11-30,2024-11,2024-Q4,202411,30,Saturday,48,11,November,4,2,2024,1,0,FR
336,2024-12-01,2024-12,2024-Q4,202412,1,Sunday,48,12,December,4,2,2024,1,0,FR
337,2024-12-02,2024-12,2024-Q4,202412,2,Monday,49,12,December,4,2,2024,0,0,FR
338,2024-12-03,2024-12,2024-Q4,202412,3,Tuesday,49,12,December,4,2,2024,0,0,FR
339,2024-12-04,2024-12,2024-Q4,202412,4,Wednesday,49,12,December,4,2,2024,0,0,FR
340,2024-12-05,2024-12,2024-Q4,202412,5,Thursday,49,12,December,4,2,2024,0,0,FR
341,2024-12-06,2024-12,2024-Q4,202412,6,Friday,49,12,December,4,2,2024,0,0,FR
342,2024-12-07,2024-12,2024-Q4,202412,7,Saturday,49,12,December,4,2,2024,1,0,FR
343,2024-12-08,2024-12,2024-Q4,202412,8,Sunday,49,12,December,4,2,2024,1,0,FR
344,2024-12-09,2024-12,2024-Q4,202412,9,Monday,50,12,December,4,2,2024,0,0,FR
345,2024-12-10,2024-12,2024-Q4,202412,10,Tuesday,50,12,December,4,2,2024,0,0,FR
346,2024-12-11,2024-12,2024-Q4,202412,11,Wednesday,50,12,December,4,2,2024,0,0,FR
347,2024-12-12,2024-12,2024-Q4,202412,12,Thursday,50,12,December,4,2,2024,0,0,FR
348,2024-12-13,2024-12,2024-Q4,202412,13,Friday,50,12,December,4,2,2024,0,0,FR
349,2024-12-14,2024-12,2024-Q4,202412,14,Saturday,50,12,December,4,2,2024,1,0,FR
350,2024-12-15,2024-12,2024-Q4,202412,15,Sunday,50,12,December,4,2,2024,1,0,FR
351,2024-12-16,2024-12,2024-Q4,202412,16,Monday,51,12,December,4,2,2024,0,0,FR
352,2024-12-17,2024-12,2024-Q4,202412,17,Tuesday,51,12,December,4,2,2024,0,0,FR
353,2024-12-18,2024-12,2024-Q4,202412,18,Wednesday,51,12,December,4,2,2024,0,0,FR
354,2024-12-19,2024-12,2024-Q4,202412,19,Thursday,51,12,December,4,2,2024,0,0,FR
355,2024-12-20,2024-12,2024-Q4,202412,20,Friday,51,12,December,4,2,2024,0,0,FR
356,2024-12-21,2024-12,2024-Q4,202412,21,Saturday,51,12,December,4,2,2024,1,0,FR
357,2024-12-22,2024-12,2024-Q4,202412,22,Sunday,51,12,December,4,2,2024,1,0,FR
358,2024-12-23,2024-12,2024-Q4,202412,23,Monday,52,12,December,4,2,2024,0,0,FR
359,2024-12-24,2024-12,2024-Q4,202412,24,Tuesday,52,12,December,4,2,2024,0,0,FR
360,2024-12-25,2024-12,2024-Q4,202412,25,Wednesday,52,12,December,4,2,2024,0,1,FR
361,2024-12-26,2024-12,2024-Q4,202412,26,Thursday,52,12,December,4,2,2024,0,0,FR
362,2024-12-27,2024-12,2024-Q4,202412,27,Friday,52,12,December,4,2,2024,0,0,FR
363,2024-12-28,2024-12,2024-Q4,202412,28,Saturday,52,12,December,4,2,2024,1,0,FR
364,2024-12-29,2024-12,2024-Q4,202412,29,Sunday,52,12,December,4,2,2024,1,0,FR
365,2024-12-30,2024-12,2024-Q4,202412,30,Monday,1,12,December,4,2,2024,0,0,FR
366,2024-12-31,2024-12,2024-Q4,202412,31,Tuesday,1,12,December,4,2,2024,0,0,FR
367,2025-01-01,2025-01,2025-Q1,202501,1,Wednesday,1,1,January,1,1,2025,0,1,FR
368,2025-01-02,2025-01,2025-Q1,202501,2,Thursday,1,1,January,1,1,2025,0,0,FR
369,2025-01-03,2025-01,2025-Q1,202501,3,Friday,1,1,January,1,1,2025,0,0,FR
370,2025-01-04,2025-01,2025-Q1,202501,4,Saturday,1,1,January,1,1,2025,1,0,FR
371,2025-01-05,2025-01,2025-Q1,202501,5,Sunday,1,1,January,1,1,2025,1,0,FR
372,2025-01-06,2025-01,2025-Q1,202501,6,Monday,2,1,January,1,1,2025,0,0,FR
373,2025-01-07,2025-01,2025-Q1,202501,7,Tuesday,2,1,January,1,1,2025,0,0,FR
374,2025-01-08,2025-01,2025-Q1,202501,8,Wednesday,2,1,January,1,1,2025,0,0,FR
375,2025-01-09,2025-01,2025-Q1,202501,9,Thursday,2,1,January,1,1,2025,0,0,FR
376,2025-01-10,2025-01,2025-Q1,202501,10,Friday,2,1,January,1,1,2025,0,0,FR
377,2025-01-11,2025-01,2025-Q1,202501,11,Saturday,2,1,January,1,1,2025,1,0,FR
378,2025-01-12,2025-01,2025-Q1,202501,12,Sunday,2,1,January,1,1,2025,1,0,FR
379,2025-01-13,2025-01,2025-Q1,202501,13,Monday,3,1,January,1,1,2025,0,0,FR
380,2025-01-14,2025-01,2025-Q1,202501,14,Tuesday,3,1,January,1,1,2025,0,0,FR
381,2025-01-15,2025-01,2025-Q1,202501,15,Wednesday,3,1,January,1,1,2025,0,0,FR
382,2025-01-16,2025-01,2025-Q1,202501,16,Thursday,3,1,January,1,1,2025,0,0,FR
383,2025-01-17,2025-01,2025-Q1,202501,17,Friday,3,1,January,1,1,2025,0,0,FR
384,2025-01-18,2025-01,2025-Q1,202501,18,Saturday,3,1,January,1,1,2025,1,0,FR
385,2025-01-19,2025-01,2025-Q1,202501,19,Sunday,3,1,January,1,1,2025,1,0,FR
386,2025-01-20,2025-01,2025-Q1,202501,20,Monday,4,1,January,1,1,2025,0,0,FR
387,2025-01-21,2025-01,2025-Q1,202501,21,Tuesday,4,1,January,1,1,2025,0,0,FR
388,2025-01-22,2025-01,2025-Q1,202501,22,Wednesday,4,1,January,1,1,2025,0,0,FR
389,2025-01-23,2025-01,2025-Q1,202501,23,Thursday,4,1,January,1,1,2025,0,0,FR
390,2025-01-24,2025-01,2025-Q1,202501,24,Friday,4,1,January,1,1,2025,0,0,FR
391,2025-01-25,2025-01,2025-Q1,202501,25,Saturday,4,1,January,1,1,2025,1,0,FR
392,2025-01-26,2025-01,2025-Q1,202501,26,Sunday,4,1,January,1,1,2025,1,0,FR
393,2025-01-27,2025-01,2025-Q1,202501,27,Monday,5,1,January,1,1,2025,0,0,FR
394,2025-01-28,2025-01,2025-Q1,202501,28,Tuesday,5,1,January,1,1,2025,0,0,FR
395,2025-01-29,2025-01,2025-Q1,202501,29,Wednesday,5,1,January,1,1,2025,0,0,FR
396,2025-01-30,2025-01,2025-Q1,202501,30,Thursday,5,1,January,1,1,2025,0,0,FR
397,2025-01-31,2025-01,2025-Q1,202501,31,Friday,5,1,January,1,1,2025,0,0,FR
398,2025-02-01,2025-02,2025-Q1,202502,1,Saturday,5,2,February,1,1,2025,1,0,FR
399,2025-02-02,2025-02,2025-Q1,202502,2,Sunday,5,2,February,1,1,2025,1,0,FR
400,2025-02-03,2025-02,2025-Q1,202502,3,Monday,6,2,February,1,1,2025,0,0,FR
401,2025-02-04,2025-02,2025-Q1,202502,4,Tuesday,6,2,February,1,1,2025,0,0,FR
402,2025-02-05,2025-02,2025-Q1,202502,5,Wednesday,6,2,February,1,1,2025,0,0,FR
403,2025-02-06,2025-02,2025-Q1,202502,6,Thursday,6,2,February,1,1,2025,0,0,FR
404,2025-02-07,2025-02,2025-Q1,202502,7,Friday,6,2,February,1,1,2025,0,0,FR
405,2025-02-08,2025-02,2025-Q1,202502,8,Saturday,6,2,February,1,1,2025,1,0,FR
406,2025-02-09,2025-02,2025-Q1,202502,9,Sunday,6,2,February,1,1,2025,1,0,FR
407,2025-02-10,2025-02,2025-Q1,202502,10,Monday,7,2,February,1,1,2025,0,0,FR
408,2025-02-11,2025-02,2025-Q1,202502,11,Tuesday,7,2,February,1,1,2025,0,0,FR
409,2025-02-12,2025-02,2025-Q1,202502,12,Wednesday,7,2,February,1,1,2025,0,0,FR
410,2025-02-13,2025-02,2025-Q1,202502,13,Thursday,7,2,February,1,1,2025,0,0,FR
411,2025-02-14,2025-02,2025-Q1,202502,14,Friday,7,2,February,1,1,2025,0,0,FR
412,2025-02-15,2025-02,2025-Q1,202502,15,Saturday,7,2,February,1,1,2025,1,0,FR
413,2025-02-16,2025-02,2025-Q1,202502,16,Sunday,7,2,February,1,1,2025,1,0,FR
414,2025-02-17,2025-02,2025-Q1,202502,17,Monday,8,2,February,1,1,2025,0,0,FR
415,2025-02-18,2025-02,2025-Q1,202502,18,Tuesday,8,2,February,1,1,2025,0,0,FR
416,2025-02-19,2025-02,2025-Q1,202502,19,Wednesday,8,2,February,1,1,2025,0,0,FR
417,2025-02-20,2025-02,2025-Q1,202502,20,Thursday,8,2,February,1,1,2025,0,0,FR
418,2025-02-21,2025-02,2025-Q1,202502,21,Friday,8,2,February,1,1,2025,0,0,FR
419,2025-02-22,2025-02,2025-Q1,202502,22,Saturday,8,2,February,1,1,2025,1,0,FR
420,2025-02-23,2025-02,2025-Q1,202502,23,Sunday,8,2,February,1,1,2025,1,0,FR
421,2025-02-24,2025-02,2025-Q1,202502,24,Monday,9,2,February,1,1,2025,0,0,FR
422,2025-02-25,2025-02,2025-Q1,202502,25,Tuesday,9,2,February,1,1,2025,0,0,FR
423,2025-02-26,2025-02,2025-Q1,202502,26,Wednesday,9,2,February,1,1,2025,0,0,FR
424,2025-02-27,2025-02,2025-Q1,202502,27,Thursday,9,2,February,1,1,2025,0,0,FR
425,2025-02-28,2025-02,2025-Q1,202502,28,Friday,9,2,February,1,1,2025,0,0,FR
426,2025-03-01,2025-03,2025-Q1,202503,1,Saturday,9,3,March,1,1,2025,1,0,FR
427,2025-03-02,2025-03,2025-Q1,202503,2,Sunday,9,3,March,1,1,2025,1,0,FR
428,2025-03-03,2025-03,2025-Q1,202503,3,Monday,10,3,March,1,1,2025,0,0,FR
429,2025-03-04,2025-03,2025-Q1,202503,4,Tuesday,10,3,March,1,1,2025,0,0,FR
430,2025-03-05,2025-03,2025-Q1,202503,5,Wednesday,10,3,March,1,1,2025,0,0,FR
431,2025-03-06,2025-03,2025-Q1,202503,6,Thursday,10,3,March,1,1,2025,0,0,FR
432,2025-03-07,2025-03,2025-Q1,202503,7,Friday,10,3,March,1,1,2025,0,0,FR
433,2025-03-08,2025-03,2025-Q1,202503,8,Saturday,10,3,March,1,1,2025,1,0,FR
434,2025-03-09,2025-03,2025-Q1,202503,9,Sunday,10,3,March,1,1,2025,1,0,FR
435,2025-03-10,2025-03,2025-Q1,202503,10,Monday,11,3,March,1,1,2025,0,0,FR
436,2025-03-11,2025-03,2025-Q1,202503,11,Tuesday,11,3,March,1,1,2025,0,0,FR
437,2025-03-12,2025-03,2025-Q1,202503,12,Wednesday,11,3,March,1,1,2025,0,0,FR
438,2025-03-13,2025-03,2025-Q1,202503,13,Thursday,11,3,March,1,1,2025,0,0,FR
439,2025-03-14,2025-03,2025-Q1,202503,14,Friday,11,3,March,1,1,2025,0,0,FR
440,2025-03-15,2025-03,2025-Q1,202503,15,Saturday,11,3,March,1,1,2025,1,0,FR
441,2025-03-16,2025-03,2025-Q1,202503,16,Sunday,11,3,March,1,1,2025,1,0,FR
442,2025-03-17,2025-03,2025-Q1,202503,17,Monday,12,3,March,1,1,2025,0,0,FR
443,2025-03-18,2025-03,2025-Q1,202503,18,Tuesday,12,3,March,1,1,2025,0,0,FR
444,2025-03-19,2025-03,2025-Q1,202503,19,Wednesday,12,3,March,1,1,2025,0,0,FR
445,2025-03-20,2025-03,2025-Q1,202503,20,Thursday,12,3,March,1,1,2025,0,0,FR
446,2025-03-21,2025-03,2025-Q1,202503,21,Friday,12,3,March,1,1,2025,0,0,FR
447,2025-03-22,2025-03,2025-Q1,202503,22,Saturday,12,3,March,1,1,2025,1,0,FR
448,2025-03-23,2025-03,2025-Q1,202503,23,Sunday,12,3,March,1,1,2025,1,0,FR
449,2025-03-24,2025-03,2025-Q1,202503,24,Monday,13,3,March,1,1,2025,0,0,FR
450,2025-03-25,2025-03,2025-Q1,202503,25,Tuesday,13,3,March,1,1,2025,0,0,FR
451,2025-03-26,2025-03,2025-Q1,202503,26,Wednesday,13,3,March,1,1,2025,0,0,FR
452,2025-03-27,2025-03,2025-Q1,202503,27,Thursday,13,3,March,1,1,2025,0,0,FR
453,2025-03-28,2025-03,2025-Q1,202503,28,Friday,13,3,March,1,1,2025,0,0,FR
454,2025-03-29,2025-03,2025-Q1,202503,29,Saturday,13,3,March,1,1,2025,1,0,FR
455,2025-03-30,2025-03,2025-Q1,202503,30,Sunday,13,3,March,1,1,2025,1,0,FR
456,2025-03-31,2025-03,2025-Q1,202503,31,Monday,14,3,March,1,1,2025,0,0,FR
457,2025-04-01,2025-04,2025-Q2,202504,1,Tuesday,14,4,April,2,1,2025,0,0,FR
458,2025-04-02,2025-04,2025-Q2,202504,2,Wednesday,14,4,April,2,1,2025,0,0,FR
459,2025-04-03,2025-04,2025-Q2,202504,3,Thursday,14,4,April,2,1,2025,0,0,FR
460,2025-04-04,2025-04,2025-Q2,202504,4,Friday,14,4,April,2,1,2025,0,0,FR
461,2025-04-05,2025-04,2025-Q2,202504,5,Saturday,14,4,April,2,1,2025,1,0,FR
462,2025-04-06,2025-04,2025-Q2,202504,6,Sunday,14,4,April,2,1,2025,1,0,FR
463,2025-04-07,2025-04,2025-Q2,202504,7,Monday,15,4,April,2,1,2025,0,0,FR
464,2025-04-08,2025-04,2025-Q2,202504,8,Tuesday,15,4,April,2,1,2025,0,0,FR
465,2025-04-09,2025-04,2025-Q2,202504,9,Wednesday,15,4,April,2,1,2025,0,0,FR
466,2025-04-10,2025-04,2025-Q2,202504,10,Thursday,15,4,April,2,1,2025,0,0,FR
467,2025-04-11,2025-04,2025-Q2,202504,11,Friday,15,4,April,2,1,2025,0,0,FR
468,2025-04-12,2025-04,2025-Q2,202504,12,Saturday,15,4,April,2,1,2025,1,0,FR
469,2025-04-13,2025-04,2025-Q2,202504,13,Sunday,15,4,April,2,1,2025,1,0,FR
470,2025-04-14,2025-04,2025-Q2,202504,14,Monday,16,4,April,2,1,2025,0,0,FR
471,2025-04-15,2025-04,2025-Q2,202504,15,Tuesday,16,4,April,2,1,2025,0,0,FR
472,2025-04-16,2025-04,2025-Q2,202504,16,Wednesday,16,4,April,2,1,2025,0,0,FR
473,2025-04-17,2025-04,2025-Q2,202504,17,Thursday,16,4,April,2,1,2025,0,0,FR
474,2025-04-18,2025-04,2025-Q2,202504,18,Friday,16,4,April,2,1,2025,0,0,FR
475,2025-04-19,2025-04,2025-Q2,202504,19,Saturday,16,4,April,2,1,2025,1,0,FR
476,2025-04-20,2025-04,2025-Q2,202504,20,Sunday,16,4,April,2,1,2025,1,0,FR
477,2025-04-21,2025-04,2025-Q2,202504,21,Monday,17,4,April,2,1,2025,0,1,FR
478,2025-04-22,2025-04,2025-Q2,202504,22,Tuesday,17,4,April,2,1,2025,0,0,FR
479,2025-04-23,2025-04,2025-Q2,202504,23,Wednesday,17,4,April,2,1,2025,0,0,FR
480,2025-04-24,2025-04,2025-Q2,202504,24,Thursday,17,4,April,2,1,2025,0,0,FR
481,2025-04-25,2025-04,2025-Q2,202504,25,Friday,17,4,April,2,1,2025,0,0,FR
482,2025-04-26,2025-04,2025-Q2,202504,26,Saturday,17,4,April,2,1,2025,1,0,FR
483,2025-04-27,2025-04,2025-Q2,202504,27,Sunday,17,4,April,2,1,2025,1,0,FR
484,2025-04-28,2025-04,2025-Q2,202504,28,Monday,18,4,April,2,1,2025,0,0,FR
485,2025-04-29,2025-04,2025-Q2,202504,29,Tuesday,18,4,April,2,1,2025,0,0,FR
486,2025-04-30,2025-04,2025-Q2,202504,30,Wednesday,18,4,April,2,1,2025,0,0,FR
487,2025-05-01,2025-05,2025-Q2,202505,1,Thursday,18,5,May,2,1,2025,0,1,FR
488,2025-05-02,2025-05,2025-Q2,202505,2,Friday,18,5,May,2,1,2025,0,0,FR
489,2025-05-03,2025-05,2025-Q2,202505,3,Saturday,18,5,May,2,1,2025,1,0,FR
490,2025-05-04,2025-05,2025-Q2,202505,4,Sunday,18,5,May,2,1,2025,1,0,FR
491,2025-05-05,2025-05,2025-Q2,202505,5,Monday,19,5,May,2,1,2025,0,0,FR
492,2025-05-06,2025-05,2025-Q2,202505,6,Tuesday,19,5,May,2,1,2025,0,0,FR
493,2025-05-07,2025-05,2025-Q2,202505,7,Wednesday,19,5,May,2,1,2025,0,0,FR
494,2025-05-08,2025-05,2025-Q2,202505,8,Thursday,19,5,May,2,1,2025,0,1,FR
495,2025-05-09,2025-05,2025-Q2,202505,9,Friday,19,5,May,2,1,2025,0,0,FR
496,2025-05-10,2025-05,2025-Q2,202505,10,Saturday,19,5,May,2,1,2025,1,0,FR
497,2025-05-11,2025-05,2025-Q2,202505,11,Sunday,19,5,May,2,1,2025,1,0,FR
498,2025-05-12,2025-05,2025-Q2,202505,12,Monday,20,5,May,2,1,2025,0,0,FR
499,2025-05-13,2025-05,2025-Q2,202505,13,Tuesday,20,5,May,2,1,2025,0,0,FR
500,2025-05-14,2025-05,2025-Q2,202505,14,Wednesday,20,5,May,2,1,2025,0,0,FR
501,2025-05-15,2025-05,2025-Q2,202505,15,Thursday,20,5,May,2,1,2025,0,0,FR
502,2025-05-16,2025-05,2025-Q2,202505,16,Friday,20,5,May,2,1,2025,0,0,FR
503,2025-05-17,2025-05,2025-Q2,202505,17,Saturday,20,5,May,2,1,2025,1,0,FR
504,2025-05-18,2025-05,2025-Q2,202505,18,Sunday,20,5,May,2,1,2025,1,0,FR
505,2025-05-19,2025-05,2025-Q2,202505,19,Monday,21,5,May,2,1,2025,0,0,FR
506,2025-05-20,2025-05,2025-Q2,202505,20,Tuesday,21,5,May,2,1,2025,0,0,FR
507,2025-05-21,2025-05,2025-Q2,202505,21,Wednesday,21,5,May,2,1,2025,0,0,FR
508,2025-05-22,2025-05,2025-Q2,202505,22,Thursday,21,5,May,2,1,2025,0,0,FR
509,2025-05-23,2025-05,2025-Q2,202505,23,Friday,21,5,May,2,1,2025,0,0,FR
510,2025-05-24,2025-05,2025-Q2,202505,24,Saturday,21,5,May,2,1,2025,1,0,FR
511,2025-05-25,2025-05,2025-Q2,202505,25,Sunday,21,5,May,2,1,2025,1,0,FR
512,2025-05-26,2025-05,2025-Q2,202505,26,Monday,22,5,May,2,1,2025,0,0,FR
513,2025-05-27,2025-05,2025-Q2,202505,27,Tuesday,22,5,May,2,1,2025,0,0,FR
514,2025-05-28,2025-05,2025-Q2,202505,28,Wednesday,22,5,May,2,1,2025,0,0,FR
515,2025-05-29,2025-05,2025-Q2,202505,29,Thursday,22,5,May,2,1,2025,0,1,FR
516,2025-05-30,2025-05,2025-Q2,202505,30,Friday,22,5,May,2,1,2025,0,0,FR
517,2025-05-31,2025-05,2025-Q2,202505,31,Saturday,22,5,May,2,1,2025,1,0,FR
518,2025-06-01,2025-06,2025-Q2,202506,1,Sunday,22,6,June,2,1,2025,1,0,FR
519,2025-06-02,2025-06,2025-Q2,202506,2,Monday,23,6,June,2,1,2025,0,0,FR
520,2025-06-03,2025-06,2025-Q2,202506,3,Tuesday,23,6,June,2,1,2025,0,0,FR
521,2025-06-04,2025-06,2025-Q2,202506,4,Wednesday,23,6,June,2,1,2025,0,0,FR
522,2025-06-05,2025-06,2025-Q2,202506,5,Thursday,23,6,June,2,1,2025,0,0,FR
523,2025-06-06,2025-06,2025-Q2,202506,6,Friday,23,6,June,2,1,2025,0,0,FR
524,2025-06-07,2025-06,2025-Q2,202506,7,Saturday,23,6,June,2,1,2025,1,0,FR
525,2025-06-08,2025-06,2025-Q2,202506,8,Sunday,23,6,June,2,1,2025,1,0,FR
526,2025-06-09,2025-06,2025-Q2,202506,9,Monday,24,6,June,2,1,2025,0,1,FR
527,2025-06-10,2025-06,2025-Q2,202506,10,Tuesday,24,6,June,2,1,2025,0,0,FR
528,2025-06-11,2025-06,2025-Q2,202506,11,Wednesday,24,6,June,2,1,2025,0,0,FR
529,2025-06-12,2025-06,2025-Q2,202506,12,Thursday,24,6,June,2,1,2025,0,0,FR
530,2025-06-13,2025-06,2025-Q2,202506,13,Friday,24,6,June,2,1,2025,0,0,FR
531,2025-06-14,2025-06,2025-Q2,202506,14,Saturday,24,6,June,2,1,2025,1,0,FR
532,2025-06-15,2025-06,2025-Q2,202506,15,Sunday,24,6,June,2,1,2025,1,0,FR
533,2025-06-16,2025-06,2025-Q2,202506,16,Monday,25,6,June,2,1,2025,0,0,FR
534,2025-06-17,2025-06,2025-Q2,202506,17,Tuesday,25,6,June,2,1,2025,0,0,FR
535,2025-06-18,2025-06,2025-Q2,202506,18,Wednesday,25,6,June,2,1,2025,0,0,FR
536,2025-06-19,2025-06,2025-Q2,202506,19,Thursday,25,6,June,2,1,2025,0,0,FR
537,2025-06-20,2025-06,2025-Q2,202506,20,Friday,25,6,June,2,1,2025,0,0,FR
538,2025-06-21,2025-06,2025-Q2,202506,21,Saturday,25,6,June,2,1,2025,1,0,FR
539,2025-06-22,2025-06,2025-Q2,202506,22,Sunday,25,6,June,2,1,2025,1,0,FR
